squareMeters,numberOfRooms,hasYard,hasPool,cityCode,cityPartRange,numPrevOwners,made,hasStormProtector,hasStorageRoom,hasGuestRoom,price
26750,42,1,0,55441,3,7,1992,1,0,10,2678911.2
85100,9,1,0,6915,2,4,1997,0,0,4,8517058.7
31141,6,0,1,4464,9,10,2020,1,1,8,3118168.0
79252,27,0,0,48036,5,8,2020,0,1,2,7929634.0
27444,22,1,1,9031,4,2,2010,1,1,4,2757164.0
25263,53,1,1,31799,5,2,2004,1,0,0,2532250.4
48104,51,0,1,54800,7,9,1998,1,1,1,4816257.8
88167,3,1,0,85085,8,8,1996,1,1,6,8823304.6
81316,71,1,0,49146,3,5,2006,0,1,10,8136403.6
11931,33,1,0,56356,9,7,1991,0,1,10,1197776.1
25473,48,1,1,46038,4,8,2013,1,1,8,2555163.3
62986,81,0,1,6897,3,7,2002,1,0,6,6302874.2
22004,18,0,1,72132,1,3,2012,1,0,3,2206727.2
42826,33,1,1,44656,10,1,2019,0,1,3,4290813.9
32156,64,1,1,12877,9,6,2009,1,1,8,3223835.9
40694,99,1,1,57581,8,7,1999,1,0,9,4077703.9
94532,27,0,0,68592,3,3,2017,1,1,2,9455571.7
41269,28,1,1,27131,3,7,2019,1,1,2,4136202.9
12376,56,0,1,80060,10,1,2009,1,1,5,1248053.9
29435,69,0,1,48467,3,7,1991,0,1,10,2948686.1
891,25,1,0,8816,1,7,2020,0,0,4,94306.0
81901,89,1,1,82667,4,6,2012,1,0,5,8200054.2
8138,59,0,0,45026,4,4,2014,1,1,9,815961.4
87901,43,1,0,44763,9,3,2008,0,1,1,8798163.8
43845,23,0,0,76539,6,3,2019,1,1,4,4390445.9
30858,28,1,1,24343,8,1,1997,0,1,9,3093387.7
80323,100,1,0,49703,3,8,1995,0,0,1,8045525.5
56727,76,1,0,90257,6,9,2016,0,1,6,5679000.6
15765,33,1,0,13451,3,3,2019,0,0,2,1582487.9
86276,45,1,0,36645,6,10,2008,1,1,1,8635652.8
2011,61,1,1,88163,4,10,2019,0,0,2,208435.9
30187,55,1,1,37034,9,2,2011,1,0,8,3031862.1
95795,48,0,0,17479,8,7,2012,0,1,7,9585545.2
72820,87,0,0,91405,7,6,2008,0,1,1,7285517.8
13550,43,1,0,43418,8,2,2014,0,1,6,1362271.4
72781,12,0,0,44361,10,2,2019,1,1,1,7280626.9
80294,65,0,1,67050,8,6,2010,0,1,3,8040382.0
88086,97,0,1,64033,8,2,2007,0,0,2,8817211.7
22939,37,0,1,92862,4,6,2012,1,1,5,2297898.2
68188,23,0,1,26178,4,6,2012,1,0,10,6828051.2
32244,67,1,1,99261,8,4,2001,0,0,3,3239674.1
47894,3,1,1,85985,5,6,1996,0,1,6,4799734.6
16960,39,1,0,62240,10,9,2002,1,1,3,1700327.2
15330,33,0,0,92191,7,1,2009,1,1,0,1535813.9
60443,81,0,0,43492,8,8,2017,0,0,8,6046307.7
26304,79,0,0,53935,2,2,2006,1,0,2,2632641.6
60619,62,1,1,93976,7,4,2020,1,0,5,6076849.0
53690,5,0,1,6539,4,8,2000,0,0,0,5375387.0
21104,12,0,1,21135,8,6,2008,0,1,0,2117222.8
98551,68,0,1,85725,2,8,1992,1,1,10,9860229.2
61238,70,1,0,92628,8,7,2013,1,1,3,6131806.3
40846,23,1,1,65290,8,8,2014,1,0,0,4089009.4
90262,97,0,1,58562,10,10,2008,0,0,10,9035172.8
30322,54,0,0,27859,8,7,2015,0,0,8,3032885.5
35503,12,1,1,5680,6,8,1992,1,1,3,3557443.2
56701,27,1,1,27612,4,1,2009,0,0,4,5679272.9
27786,79,0,1,6863,9,2,2001,0,1,6,2783279.1
17685,13,0,1,5544,3,4,1997,1,0,4,1772972.7
36871,80,0,1,83409,2,4,2005,1,1,0,3692818.5
66070,38,1,1,28904,1,4,1997,0,1,5,6616285.7
78004,71,1,1,39708,10,10,1990,1,1,6,7816750.0
11998,61,1,1,75319,3,9,1996,1,1,6,1208637.6
27176,60,0,1,19848,3,7,1993,0,1,6,2724809.3
79517,9,1,0,75550,6,2,2000,1,1,5,7955735.0
99367,5,0,1,74910,9,9,2003,1,1,8,9942514.3
94222,26,0,0,25384,3,8,1990,0,0,2,9424799.0
30144,93,1,1,75883,5,3,2019,1,0,4,3024682.9
84688,40,0,0,46574,7,8,2017,1,0,8,8472631.7
58623,42,0,1,51826,1,7,1996,0,1,4,5866256.6
97380,94,1,1,39343,9,5,2006,0,1,7,9745017.6
16668,62,1,0,14451,10,10,2018,1,0,5,1673885.8
73212,16,1,0,88064,4,6,2020,1,1,9,7329443.0
18053,51,0,0,411,1,1,2000,0,0,7,1805820.0
3205,52,1,0,95483,5,10,2004,0,0,7,323978.4
62506,72,0,0,43453,4,5,2003,0,1,0,6252728.3
8394,36,1,1,96728,9,4,2011,1,0,0,847621.1
88637,80,0,0,72632,6,2,2009,1,1,6,8866500.9
85275,61,1,0,66466,8,6,2006,0,0,0,8540701.6
24420,46,0,0,25095,6,6,2001,1,1,0,2444385.1
52912,87,1,1,29874,8,2,2001,0,1,6,5301627.1
6708,96,1,0,17450,1,5,1991,1,1,7,674285.1
30514,83,1,0,69989,5,4,2014,1,1,4,3061149.4
87543,85,0,1,85635,9,6,2017,0,1,8,8758617.7
48324,27,1,0,34094,7,9,2001,0,1,0,4840107.1
43247,6,0,0,7804,8,8,2019,0,0,3,4326266.9
48932,96,1,1,11534,3,3,2015,1,1,0,4900232.5
926,57,1,0,59625,1,1,2017,1,0,0,105869.7
61039,89,0,1,33654,5,8,2020,0,0,2,6113757.0
57967,52,1,1,20438,1,10,1998,0,1,10,5802218.8
24313,46,1,0,79612,5,8,2003,0,1,10,2438137.3
65546,74,1,0,48157,2,8,2011,0,0,0,6559358.1
58284,35,1,0,21375,7,8,2006,1,1,0,5838204.6
65417,66,0,0,52099,4,9,1994,0,0,5,6550299.4
67724,64,1,1,21319,5,1,1991,1,0,2,6780960.1
62039,56,0,0,42570,8,7,2006,0,0,4,6205356.6
55369,37,1,0,30414,10,4,2020,0,0,3,5546033.0
27592,14,0,1,21238,9,5,2019,1,0,8,2765037.9
99757,15,1,1,27168,3,4,1995,1,1,0,9983872.5
56256,84,1,1,50132,8,8,2001,1,1,0,5639542.1
79718,53,0,0,92403,7,7,1998,1,1,8,7973973.8
77913,6,0,0,89070,9,3,2010,0,1,9,7794411.0
11169,97,1,1,16604,4,9,1990,1,0,4,1135694.0
15723,100,0,1,58404,6,4,2017,0,1,3,1576275.7
40806,34,1,1,30320,9,7,2014,1,1,7,4089457.4
39348,26,1,1,89279,1,4,1990,0,0,1,3945410.0
17762,59,1,0,5346,4,10,1999,0,0,6,1782317.9
16006,64,1,0,51164,8,7,2014,1,0,9,1606879.4
49026,22,0,0,6161,3,8,2011,0,1,8,4904339.1
43905,58,0,1,77800,3,9,2014,1,1,4,4396172.4
45323,16,1,1,64002,9,7,1999,1,0,4,4537806.9
37656,7,0,0,83215,6,8,2000,0,0,2,3773756.0
96151,75,1,1,77044,4,3,1993,0,0,0,9629194.3
61788,26,0,0,65261,5,7,2000,0,0,7,6183155.0
4933,77,0,0,68463,7,5,1995,0,1,4,494065.5
36905,38,0,0,69830,2,7,2004,0,0,10,3694640.4
5589,17,1,1,29337,4,3,2010,0,0,2,571738.0
83526,38,1,1,98333,4,10,2002,0,1,8,8368737.2
62166,68,1,1,23510,8,6,2009,1,1,2,6222231.9
82953,36,0,0,10967,5,1,1992,0,1,2,8301213.2
97895,1,0,1,50340,8,4,2013,0,0,2,9796308.3
69265,11,0,1,37564,1,9,1998,1,0,5,6931554.8
85476,36,1,0,83386,9,7,1992,1,1,7,8553019.2
50251,14,1,1,46201,9,5,1999,1,1,8,5037541.9
11484,92,1,0,32303,10,2,2006,0,1,10,1153872.6
17315,4,1,0,51611,1,2,2001,1,1,0,1740209.1
36511,57,1,0,58072,1,6,1994,1,0,3,3653650.4
88307,62,1,1,17575,3,5,2005,1,0,1,8837519.5
27900,1,1,0,47836,9,3,2005,1,1,7,2796434.5
78199,93,0,1,19890,9,10,2003,0,1,4,7825365.3
21912,73,0,0,87120,3,8,2020,1,0,7,2195690.0
9374,93,0,1,2532,9,1,1998,1,0,6,948170.8
89490,98,0,0,1906,2,4,2003,0,0,1,8951286.3
43204,26,0,0,66353,10,7,2015,1,0,2,4322921.5
16357,96,1,1,67409,3,10,1997,0,1,9,1640789.7
88997,90,1,0,63734,7,2,2003,0,1,7,8909466.3
36705,38,0,1,94515,5,2,2010,1,1,3,3676738.0
63751,77,1,1,46897,5,4,1991,0,1,5,6383612.1
98419,62,0,0,55349,5,7,2017,1,1,4,9844171.7
21167,27,1,0,49280,10,4,2013,0,0,9,2121941.3
11629,92,1,1,29180,4,6,2010,0,0,9,1173671.0
60278,96,0,1,27336,10,10,2020,1,1,4,6032040.0
84619,27,1,0,11177,7,9,2006,1,1,8,8468432.6
33779,69,1,1,93149,2,6,2009,1,1,6,3387381.9
85134,65,0,1,33732,8,10,2018,0,0,1,8522625.8
70137,41,0,0,87234,6,2,1998,1,1,10,7018139.8
94839,98,1,0,99526,4,3,2001,0,0,6,9488360.1
13735,92,0,1,81466,4,8,2001,0,1,9,1378845.1
42940,15,1,0,82359,1,9,2012,0,1,9,4302940.2
55144,48,1,1,50758,3,7,2011,1,0,8,5525409.1
63505,37,1,0,794,10,9,1999,0,1,4,6354413.9
31869,19,1,0,54028,2,6,2012,0,1,1,3191873.2
79857,62,0,0,16261,3,10,2018,1,1,2,7988061.8
21796,25,0,1,21907,4,3,2009,0,1,6,2184961.9
5724,31,1,1,54529,6,5,2007,1,1,9,580503.7
79837,56,0,1,9646,10,3,2019,0,0,8,7991469.9
68856,98,1,1,91700,10,6,2019,1,1,0,6893304.9
6473,56,0,1,81925,2,9,1992,0,1,7,651720.2
20159,23,1,1,38198,7,4,2001,0,1,9,2024367.1
76995,87,0,1,36733,5,2,2007,1,1,5,7706348.7
51461,45,1,1,7520,1,4,2017,0,1,10,5152982.7
57104,9,1,1,98123,3,2,2017,0,1,9,5717757.7
64834,64,1,0,15351,7,7,2013,0,1,7,6490258.3
60162,93,1,0,69653,5,9,2014,1,1,9,6020751.4
88942,46,1,0,10789,3,3,1993,0,0,2,8900440.3
35551,82,1,1,93906,6,5,1999,0,1,9,3562999.9
63076,8,1,1,43957,2,6,2019,1,1,5,6318959.9
69073,4,0,1,79740,8,1,2011,1,0,3,6911097.1
62979,58,1,0,85267,7,7,1996,0,1,1,6301868.6
97328,43,0,1,21032,6,4,1990,1,0,0,9739502.0
83520,50,0,0,49694,1,8,2000,1,1,6,8354366.0
77791,94,1,0,54273,5,5,2009,0,1,3,7786745.9
45215,81,1,0,21573,8,8,2007,0,0,4,4528000.7
12012,78,0,0,87662,8,9,2018,1,0,2,1210218.8
55113,22,1,1,52712,10,8,2016,1,0,0,5519790.6
39298,78,0,1,8190,7,3,2008,0,0,0,3934536.8
83705,94,0,0,39119,2,10,2008,0,0,9,8372582.8
84039,59,1,0,68337,4,8,1995,1,0,8,8415253.5
61089,8,1,0,37124,5,7,1991,1,0,10,6112177.1
73080,96,1,0,17491,3,2,1990,1,1,2,7311244.0
31501,57,0,1,15589,2,7,2013,0,1,9,3157956.3
39170,54,1,1,54522,7,10,2005,1,1,7,3926220.5
41000,5,0,1,99402,2,7,1991,0,0,0,4101893.1
27803,8,0,1,93214,10,7,2008,0,0,6,2784033.8
13910,75,1,1,16214,1,3,2015,1,1,2,1404398.5
91275,17,0,1,86999,7,6,1999,1,0,8,9133455.9
60018,28,1,0,42617,4,5,1992,1,1,2,6008211.2
3237,82,1,0,56257,4,9,2008,1,0,10,333538.8
65946,98,0,1,35928,1,8,2015,1,1,1,6597608.5
84696,69,0,1,76100,7,4,1991,1,0,6,8472972.1
8392,81,1,0,90768,1,1,1998,1,0,6,848992.8
29063,54,1,1,37116,3,9,2020,1,1,1,2916890.0
84148,97,1,0,48583,2,10,2005,1,0,2,8418964.5
67210,22,0,1,63246,3,9,2018,1,1,0,6731422.8
61129,44,1,1,91577,10,3,2008,0,0,10,6121496.8
63416,94,0,0,10070,1,8,2016,1,1,8,6347507.6
12636,70,0,1,96190,2,2,2019,1,0,0,1269858.9
70806,79,0,1,84562,6,10,2011,1,0,1,7089274.1
29589,44,1,1,47268,6,5,1999,0,1,7,2968021.9
14621,40,0,0,31633,4,4,1996,0,0,7,1465123.6
28281,49,0,0,78659,8,1,1998,0,1,5,2829887.8
1832,94,0,1,74108,4,8,1992,1,0,10,190497.2
77216,46,0,0,18773,4,5,2007,1,1,4,7723483.7
80909,44,0,0,28216,2,9,2019,1,1,5,8094783.9
64411,88,0,0,7876,3,5,2016,0,1,2,6443803.6
42490,73,0,1,25477,10,3,2012,1,1,8,4252006.2
32724,84,0,0,85317,8,4,2021,0,1,0,3273920.1
4502,94,0,1,92912,8,6,2002,1,1,0,462779.2
95464,28,1,0,91646,3,7,2010,1,1,8,9552982.0
27541,55,1,0,93110,6,2,1996,0,1,1,2765257.6
42648,55,1,0,65569,5,3,2010,1,1,1,4271244.0
80002,42,1,0,67080,8,2,2015,1,1,4,8007425.5
99145,95,1,1,28897,2,8,2011,0,0,10,9923111.1
70574,11,0,0,58731,5,2,2016,0,0,3,7064747.6
8096,90,1,0,30060,4,6,1992,1,0,1,815549.2
12757,15,0,1,87595,4,7,1992,1,1,9,1287195.2
29480,66,1,1,60901,6,1,2018,1,1,6,2958907.8
85503,42,0,1,44949,2,8,1997,1,1,3,8553712.7
77851,35,0,0,68279,5,9,1999,0,0,3,7788297.9
35352,89,1,1,10826,8,2,2020,0,1,6,3540142.0
96720,14,1,1,35971,8,9,1994,0,1,8,9680680.4
6629,41,0,1,903,2,1,2004,0,0,6,666360.4
2210,29,1,1,16373,8,7,2019,0,0,4,230691.9
32476,14,1,0,85745,5,6,2006,0,0,8,3251348.6
70837,57,1,1,67452,9,1,2013,1,0,1,7089763.3
54042,17,1,1,59660,7,6,2008,0,0,4,5419304.8
98939,21,0,1,60876,6,9,2000,1,0,6,9899616.0
62871,76,1,0,94649,1,1,2007,1,1,4,6290336.7
67959,65,0,1,21015,3,5,2005,0,0,3,6798522.5
70614,38,0,1,23939,2,10,1994,0,0,2,7064089.4
12877,83,0,0,73010,7,1,2021,0,0,9,1291196.1
90947,75,1,0,48980,8,3,2020,0,1,10,9098966.0
58619,86,1,0,70423,3,2,2014,1,0,6,5867256.4
55617,24,1,1,69618,1,10,2019,1,0,1,5572546.9
59318,7,1,0,57847,6,1,2001,0,1,9,5938361.1
31505,13,0,1,50880,9,5,1991,1,1,0,3153329.1
4280,98,1,1,58746,2,4,2018,1,1,9,437389.8
25394,71,0,1,81035,2,7,2019,0,1,10,2543531.9
8353,53,0,1,26753,3,8,2021,0,1,3,847023.1
55871,52,0,0,23098,1,8,2000,1,1,9,5588933.0
81440,29,1,0,53000,8,10,2011,0,1,0,8150830.1
32037,74,1,0,12406,1,6,2013,1,1,7,3206943.3
80426,15,1,1,24,8,5,2003,0,0,6,8053552.3
90339,74,0,0,64736,10,8,2007,0,0,5,9034852.7
86848,93,1,0,76229,5,5,1992,1,1,1,8691290.2
97435,90,1,0,62817,2,3,1990,0,1,8,9752191.0
28760,63,1,0,88425,7,5,2013,1,1,7,2878626.3
18209,51,1,0,55396,2,1,2017,1,1,10,1829917.7
628,70,1,0,65323,8,6,2020,0,0,2,68498.0
85637,43,0,0,11785,9,9,2008,0,0,3,8565946.8
70630,24,1,1,69241,10,7,2012,0,1,1,7073702.2
32282,48,0,0,72866,4,6,2003,1,1,3,3234723.3
96877,77,1,0,77155,2,1,1992,0,1,2,9692657.2
71673,98,0,1,15094,9,5,2012,1,1,10,7172397.2
48130,20,1,0,94092,6,9,1995,1,0,9,4815765.5
86247,92,0,0,88098,3,10,2021,1,1,3,8630082.1
56361,40,1,0,81491,4,1,1995,0,1,3,5639699.5
50336,11,1,1,10616,3,10,1996,0,0,2,5041774.6
69440,73,1,0,18003,6,7,2005,1,0,3,6951545.5
58882,25,1,0,32960,2,10,2008,0,1,5,5894427.8
33131,42,1,1,415,4,8,2000,1,1,3,3320746.0
12463,2,0,0,19811,2,6,1990,1,0,3,1247764.0
3166,87,1,1,21566,1,2,2009,1,1,5,327022.9
19084,54,1,1,57116,1,3,2002,1,1,6,1917423.2
22348,78,0,0,17454,10,9,2013,1,0,2,2238999.3
65050,3,0,1,59668,6,4,2003,1,0,4,6508789.3
29721,94,0,1,87271,5,3,2001,0,1,6,2981160.1
50793,51,0,1,57949,4,9,2015,0,1,10,5082950.5
68186,84,1,1,51178,10,4,1993,0,0,8,6835138.3
11253,32,0,1,42949,8,3,2017,0,1,0,1129352.7
41987,94,0,1,13554,6,1,2015,0,0,6,4203907.5
12425,17,0,0,9509,3,5,2013,0,1,5,1248831.3
55434,55,1,0,98846,7,9,2015,0,0,9,5547739.5
52353,13,1,0,70024,8,6,2021,0,1,0,5246946.1
93918,70,1,1,67961,2,2,2019,0,1,4,9404641.9
64312,22,1,1,21240,7,10,2012,0,1,2,6438512.2
36558,40,0,1,31204,3,4,2004,1,0,4,3659640.4
68575,56,1,0,16160,5,8,2014,0,0,7,6864163.4
67665,100,1,1,78493,1,9,2004,1,0,10,6773957.4
24415,18,1,1,79354,6,6,2002,1,0,3,2452866.2
65222,63,1,1,34483,5,3,2021,1,1,7,6532384.1
46276,33,0,1,23557,9,5,2004,0,0,10,4632070.4
71398,36,0,1,7116,5,4,1992,1,1,6,7143594.2
64894,8,1,0,18098,7,1,2002,1,0,0,6495345.2
50556,43,1,0,10459,4,1,2021,0,0,6,5061327.1
9776,15,0,1,41623,1,4,2002,0,0,7,984138.2
96347,68,0,1,87676,1,6,2018,1,1,9,9637701.8
78357,13,1,0,15798,6,4,2016,0,1,5,7839653.6
2744,62,1,1,67276,9,9,1998,0,1,9,278798.8
90703,80,1,1,57686,7,3,2014,1,1,10,9082664.4
57415,21,1,1,87484,4,3,2020,1,1,0,5752367.0
85486,33,0,1,78442,1,7,1993,0,0,2,8553308.3
90981,76,1,1,82475,10,4,2013,1,1,6,9107657.3
12989,47,0,0,84007,10,4,2017,0,0,10,1306641.7
89561,54,1,1,87853,8,1,1993,0,0,4,8968239.3
28828,63,1,1,27902,2,8,1998,0,1,1,2893152.8
50956,33,0,0,84479,5,9,2008,1,0,1,5096675.8
13082,24,1,0,65999,2,7,2005,1,1,3,1316514.5
30645,87,0,1,65853,7,9,2011,1,0,7,3068569.1
87669,30,1,1,92149,8,3,2000,0,1,8,8777427.0
3577,50,1,1,57999,10,10,1993,1,0,10,366957.3
92943,43,1,0,53873,1,6,1994,1,0,8,9300361.4
34721,80,0,0,47564,1,3,2012,0,1,1,3474091.2
34764,16,0,1,39261,1,2,2020,1,0,6,3484320.0
51329,27,0,0,37986,9,4,1990,1,0,7,5137918.0
77198,68,0,1,53958,2,3,2020,0,1,3,7728649.0
59560,21,0,0,31501,4,10,1999,1,1,0,5960180.9
28561,85,0,1,71233,10,6,1999,1,1,7,2862521.9
24323,65,1,1,49113,2,10,1995,1,0,4,2439231.5
74383,58,0,0,20734,7,5,1992,1,0,6,7439935.2
93734,17,1,1,29088,5,4,1999,1,0,2,9385146.9
30342,26,0,0,29644,5,10,2020,1,1,10,3039602.0
69629,20,1,1,48419,7,8,2016,0,0,7,6972311.6
70494,69,1,1,30556,3,3,2005,0,0,9,7059376.5
2609,84,0,1,33910,4,10,2012,0,0,1,270146.2
95610,12,1,0,16949,3,9,2003,0,1,4,9567484.3
26046,6,0,0,7677,1,6,2002,0,0,5,2609010.2
65309,69,0,0,20662,4,9,1991,1,1,1,6532309.1
17872,82,1,0,40057,10,2,1992,1,0,3,1791761.2
46735,54,1,1,74206,6,10,2014,1,1,7,4682390.4
50560,23,0,0,39164,5,6,2002,0,0,5,5058512.2
19714,35,1,1,23007,7,7,2016,1,1,9,1983648.6
41132,53,1,1,72566,5,8,2004,0,1,1,4122535.4
47615,4,0,0,290,1,7,2006,0,1,5,4768372.6
16187,31,1,1,16768,4,5,2014,1,1,1,1626142.4
31616,59,0,1,28454,4,7,2008,1,1,10,3166791.8
6551,52,1,1,82888,9,4,2018,0,0,10,662414.8
34162,76,1,1,35560,6,9,2018,0,1,5,3426173.8
23123,64,1,1,78425,9,8,2004,1,0,8,2319772.4
65118,46,1,1,83042,4,1,2001,1,1,5,6521916.1
52287,45,1,1,84580,6,6,2003,1,1,8,5233872.3
86437,45,1,0,94679,8,9,2011,0,1,8,8651644.1
53662,94,1,1,21744,8,2,2013,1,1,5,5371947.3
27327,96,0,0,75406,10,9,1994,1,1,9,2739443.4
13160,55,1,0,67551,6,9,1996,1,1,0,1323840.6
99278,79,1,0,9586,3,8,2016,0,0,3,9937148.6
8493,12,0,1,6909,3,1,1990,0,1,3,856106.0
16101,66,1,1,5438,5,1,2013,0,0,10,1621185.3
1054,53,1,0,46200,2,7,2008,1,1,2,108029.8
40511,89,1,1,14273,7,7,1996,0,1,8,4060278.6
62060,100,0,0,90952,3,9,2010,0,0,9,6207859.0
35968,13,0,1,26340,5,8,2010,1,1,8,3602388.0
89136,37,0,0,91205,8,8,2017,0,0,9,8920113.7
16416,75,0,0,57335,4,3,2012,1,0,4,1650531.2
92582,13,1,0,62542,8,8,2002,1,0,8,9268566.2
91239,99,1,1,87820,9,6,2000,1,0,10,9133551.0
94257,85,1,0,9021,3,1,2011,0,1,6,9435819.1
6048,100,1,0,61339,4,7,1991,0,0,4,609426.1
66222,7,0,1,96233,8,2,2001,0,1,6,6627187.1
7917,39,0,1,877,1,8,2019,1,1,2,800462.9
60498,78,0,1,48446,5,7,1991,0,1,5,6058305.1
17635,17,1,1,12706,1,5,2004,0,0,7,1770551.4
56414,55,1,0,32319,5,1,2004,0,0,7,5646944.4
55984,92,0,1,35375,6,3,1999,1,0,5,5604992.9
97184,95,0,1,41583,2,4,2012,1,0,8,9725732.2
17673,92,0,0,30693,8,10,2013,0,1,3,1768662.3
87561,32,0,0,16616,9,7,1997,1,1,3,8759873.7
69323,36,0,1,30468,4,4,2005,1,1,7,6937072.5
76373,33,0,1,69322,10,8,1995,1,1,6,7641233.5
7362,14,0,0,13055,4,1,2000,0,1,7,738168.0
15822,15,0,1,90599,6,3,1995,0,1,9,1584936.5
74688,85,0,0,82728,5,7,2019,1,0,3,7475875.9
15713,12,0,0,32542,3,10,2006,0,1,10,1576682.6
79092,12,1,1,42106,3,7,1999,0,0,3,7920131.9
51018,88,0,1,52753,5,3,1999,1,0,3,5108683.9
19039,60,0,1,76684,2,7,2012,1,0,6,1910454.2
68660,9,1,1,62454,6,9,2018,0,0,10,6875785.8
81404,69,1,0,39713,7,5,2003,0,0,3,8145005.3
84825,30,0,0,91913,5,8,2015,0,0,1,8484171.5
77086,55,0,1,27478,9,5,1996,1,0,7,7714958.6
18834,29,0,1,3629,10,4,2021,1,1,6,1887913.1
30018,49,1,1,14808,10,3,2003,1,1,7,3008092.3
11351,80,0,0,5847,7,3,1992,0,1,2,1139512.2
80309,44,0,1,40668,2,9,2011,0,1,8,8039284.1
12983,7,1,1,71169,9,2,2017,0,0,9,1305339.7
31706,12,0,1,82841,7,7,2016,1,0,6,3178060.6
84568,45,1,1,35227,2,6,2021,0,1,3,8467953.1
77604,38,0,1,67056,1,3,2019,0,0,9,7767659.9
23118,75,1,1,81723,10,2,2012,0,0,0,2326378.2
52851,68,0,0,12881,4,6,2021,1,0,6,5287766.1
69364,24,1,1,44116,4,1,1992,1,0,9,6943393.2
53645,57,0,0,14088,7,2,2015,0,0,7,5366189.5
37819,91,0,0,88724,2,1,2020,0,0,4,3791037.0
61578,47,1,1,38455,3,7,1999,1,0,7,6170525.9
14443,11,1,1,95559,6,1,2000,1,0,3,1452025.0
42469,26,0,1,74056,4,7,2016,0,0,9,4258191.6
12148,71,1,0,72752,7,7,1997,0,1,1,1218447.7
43552,51,0,0,14069,7,5,2021,0,1,7,4357922.1
88589,2,0,0,59791,5,8,2001,1,0,9,8866678.1
35133,26,1,0,46784,5,6,2005,1,0,5,3521964.5
38502,77,1,1,33167,6,10,2010,1,0,9,3861362.0
77747,50,1,1,98938,8,10,2014,1,0,3,7786197.4
28459,52,0,0,50114,1,7,2012,1,0,6,2846923.2
34668,69,1,1,17366,8,7,2002,1,1,7,3475230.2
64335,4,0,0,65939,6,9,2020,0,0,1,6435779.0
22875,86,1,0,8661,5,7,1994,0,0,7,2295511.4
42242,62,1,1,24809,2,7,2019,1,1,1,4238504.9
99872,60,0,0,53068,7,6,1992,1,0,9,9989326.2
51963,42,1,0,33917,2,8,2020,0,1,9,5200015.0
49411,29,0,1,21931,10,3,2002,1,0,1,4944414.2
37852,1,0,1,92714,1,4,2009,0,0,3,3790538.9
11694,95,1,1,80456,8,6,2021,0,1,8,1185882.1
71593,92,0,0,82914,5,1,2005,1,1,7,7160694.5
14639,94,1,0,45011,7,8,2021,0,1,2,1467522.1
17723,48,1,1,28332,2,2,2007,1,0,5,1781409.7
88759,85,0,1,69450,2,8,2012,1,0,7,8882062.2
59260,39,1,1,94035,2,1,2018,1,0,10,5932371.8
25333,24,0,1,5799,5,2,2013,0,1,1,2538258.3
81572,26,0,0,18797,1,2,1995,0,0,6,8163755.5
89167,93,1,0,36323,3,6,2013,1,0,10,8923665.3
59108,38,0,0,54889,10,3,1992,0,1,3,5913599.2
76932,16,0,0,78108,7,9,2010,0,1,10,7698911.0
98250,45,1,0,51326,3,10,2002,0,1,6,9830956.2
55429,85,0,1,49044,2,4,2011,1,0,9,5547619.1
39750,46,0,1,43216,2,7,2012,1,0,10,3982103.2
92846,12,0,1,65980,2,2,2005,1,1,1,9289625.5
42623,92,1,0,18227,8,8,2019,0,1,1,4268615.9
26428,55,1,1,94645,5,4,2002,0,1,2,2655761.2
98547,4,0,1,61684,5,2,2018,0,1,8,9860566.8
68391,99,0,0,46601,7,8,2009,0,1,9,6840640.9
49939,91,1,1,61773,9,10,2010,0,0,5,5006544.0
63822,79,0,1,97199,4,8,2011,0,1,10,6388329.1
1853,49,0,0,55608,1,4,2020,1,1,8,188275.0
87908,29,1,0,3091,8,2,2006,0,0,6,8797517.6
50223,34,0,0,98357,8,9,2016,0,0,3,5030381.6
14598,12,0,1,63878,6,4,1990,1,0,3,1465055.0
27728,59,1,1,53450,1,9,2021,1,1,2,2784047.1
33947,56,1,1,123,4,9,2003,1,0,4,3403675.3
25802,89,0,0,1385,5,5,2013,0,1,0,2581922.3
71623,11,1,0,98669,5,4,2018,0,0,6,7167463.8
53629,57,1,1,77081,3,8,1992,1,0,10,5366623.2
79555,80,0,0,50025,2,3,1990,0,0,0,7956251.0
35060,21,0,1,456,1,4,2013,1,0,8,3513606.3
19298,73,0,0,55728,1,4,2016,0,0,9,1930595.6
35788,33,1,1,93085,3,3,2018,0,1,6,3586313.8
742,92,0,1,78378,8,5,1992,0,1,9,79288.2
4306,82,0,1,99578,7,8,1999,1,1,8,440424.9
85397,2,1,1,82306,9,2,1996,0,1,7,8544806.6
19598,44,1,1,4434,7,2,2015,0,0,9,1965660.5
79338,35,1,1,64607,7,3,2014,1,0,2,7943850.4
919,7,1,1,5253,3,6,1992,1,0,6,100175.2
57764,85,1,1,92959,5,4,1995,1,0,9,5785302.5
91266,17,0,0,39977,4,10,1992,1,1,5,9128050.2
7201,97,0,1,96126,8,4,2004,1,1,5,728462.4
64297,88,0,0,95406,2,5,2004,0,0,8,6433264.4
21054,56,0,1,73635,9,5,2012,0,1,3,2111055.2
84213,27,1,0,9809,10,2,1997,0,0,4,8429482.7
82928,1,1,0,53056,3,10,2007,1,1,8,8297655.7
17847,85,1,1,49213,8,4,2010,0,1,1,1790044.0
85420,77,1,0,70149,2,1,2013,1,0,9,8547192.3
58571,24,1,1,96365,2,7,1996,1,0,4,5871811.6
